Temperature;Date;Time
22.0;2021-10-15;11:45:53.735363300
22.25;2021-10-15;11:45:55.622908700
22.5;2021-10-15;11:45:57.504907
22.5;2021-10-15;11:45:59.334735900
22.5;2021-10-15;11:46:01.154715100
21.5;2021-10-15;12:39:09.551469300
21.5;2021-10-15;12:39:12.894992500
