Temperature;Date;Time
22.0;2021-10-15;13:25:07.680215741
22.0;2021-10-15;13:25:11.489640155
22.0;2021-10-15;13:25:17.310559007
22.0;2021-10-15;13:25:20.158532813
-300.0;2021-10-15;13:25:23.431184082
22.0;2021-10-15;13:25:28.670368764
22.0;2021-10-15;13:25:34.818699223
22.0;2021-10-15;13:25:37.612550989
22.0;2021-10-15;13:25:43.309982111
22.0;2021-10-15;13:25:46.671722812
-300.0;2021-10-15;13:25:48.870388693
22.0;2021-10-15;13:25:53.628725813
22.0;2021-10-15;13:25:56.959726498
22.0;2021-10-15;13:26:01.220226949
22.0;2021-10-15;13:26:04.050129125
22.0;2021-10-15;13:26:07.852250468
22.0;2021-10-15;13:26:12.668199773
22.0;2021-10-15;13:26:15.007582884
22.0;2021-10-15;13:26:19.299062691
22.0;2021-10-15;13:26:23.501536259
22.0;2021-10-15;13:26:29.310626163
22.0;2021-10-15;13:26:32.173058359
22.0;2021-10-15;13:26:36.959459712
22.0;2021-10-15;13:26:39.282325902
22.0;2021-10-15;13:26:44.539977220
22.0;2021-10-15;13:26:46.982816228
22.0;2021-10-15;13:26:52.353694588
22.0;2021-10-15;13:26:54.237857221
22.0;2021-10-15;13:26:58.617623452
22.0;2021-10-15;13:27:01.959142259
22.0;2021-10-15;13:27:07.737968741
22.0;2021-10-15;13:27:10.071693028
22.0;2021-10-15;13:27:13.859340228
22.0;2021-10-15;13:27:17.200016803
22.0;2021-10-15;13:27:22.441195273
22.0;2021-10-15;13:27:26.196503650
22.0;2021-10-15;13:27:29.009877561
22.0;2021-10-15;13:27:32.347202169
22.0;2021-10-15;13:27:36.658594979
22.0;2021-10-15;13:27:39.470153174
22.0;2021-10-15;13:27:43.189276216
22.0;2021-10-15;13:27:46.959429347
22.0;2021-10-15;13:27:52.168152282
-300.0;2021-10-15;13:27:56.490452765
22.0;2021-10-15;13:27:58.346223133
22.0;2021-10-15;13:28:06.486575422
22.0;2021-10-15;13:28:09.356285664
-300.0;2021-10-15;13:28:14.576624560
22.25;2021-10-15;13:28:17.907756406
22.25;2021-10-15;13:28:20.740291521
22.25;2021-10-15;13:28:24.565800664
22.25;2021-10-15;13:28:27.896122690
22.25;2021-10-15;13:28:32.638778664
22.0;2021-10-15;13:28:37.000180926
22.0;2021-10-15;13:28:39.825222454
-300.0;2021-10-15;13:28:43.690124203
22.0;2021-10-15;13:28:47.015508555
22.0;2021-10-15;13:28:52.226305514
22.0;2021-10-15;13:28:55.539048293
22.0;2021-10-15;13:28:58.737295506
22.0;2021-10-15;13:29:03.498233543
22.0;2021-10-15;13:29:06.327533568
22.0;2021-10-15;13:29:10.577118392
-300.0;2021-10-15;13:29:12.897007031
22.0;2021-10-15;13:29:18.605370293
22.0;2021-10-15;13:29:22.426058137
22.0;2021-10-15;13:29:28.134738348
22.0;2021-10-15;13:29:31.485188146
-300.0;2021-10-15;13:29:34.824687270
22.0;2021-10-15;13:29:38.616693330
22.0;2021-10-15;13:29:42.426842790
22.0;2021-10-15;13:29:47.166864927
22.0;2021-10-15;13:29:49.476746010
22.0;2021-10-15;13:29:53.854445123
22.0;2021-10-15;13:29:57.155791577
22.0;2021-10-15;13:30:02.446244047
22.0;2021-10-15;13:30:07.078369596
22.0;2021-10-15;13:30:11.848332516
22.0;2021-10-15;13:30:15.649052369
22.0;2021-10-15;13:30:19.456672851
22.0;2021-10-15;13:30:22.754039086
22.0;2021-10-15;13:30:26.025549826
22.0;2021-10-15;13:30:29.756011688
-300.0;2021-10-15;13:30:33.037330945
22.0;2021-10-15;13:30:37.326902184
22.0;2021-10-15;13:30:42.004662707
-300.0;2021-10-15;13:30:43.853633745
22.0;2021-10-15;13:30:48.563034920
22.0;2021-10-15;13:30:51.853222858
22.0;2021-10-15;13:30:56.543700861
22.0;2021-10-15;13:30:58.924116148
22.0;2021-10-15;13:31:03.684123699
22.0;2021-10-15;13:31:07.443611592
22.0;2021-10-15;13:31:10.224801546
22.0;2021-10-15;13:31:13.483233499
22.0;2021-10-15;13:31:16.316539785
22.0;2021-10-15;13:31:20.175230055
22.0;2021-10-15;13:31:23.006954764
22.0;2021-10-15;13:31:28.322578856
22.0;2021-10-15;13:31:32.597390697
22.0;2021-10-15;13:31:35.432588624
22.0;2021-10-15;13:31:38.694269122
22.0;2021-10-15;13:31:42.033077385
22.0;2021-10-15;13:31:46.482741822
22.0;2021-10-15;13:31:50.694551537
22.0;2021-10-15;13:31:53.562253519
-300.0;2021-10-15;13:31:56.834301170
